sex,geo,year,unit,total
T, Regiunea VEST,2005,NR,1418
T, Regiunea VEST,2006,NR,1946
T, Regiunea VEST,2007,NR,1229
T, Regiunea VEST,2008,NR,1270
T, Regiunea VEST,2009,NR,1420
T, Regiunea VEST,2010,NR,1112
T, Regiunea VEST,2011,NR,2134
T, Regiunea VEST,2012,NR,2128
T, Regiunea VEST,2013,NR,2111
T, Regiunea VEST,2014,NR,1468
T, Regiunea VEST,2015,NR,1930
T, Regiunea VEST,2016,NR,2947
T, Regiunea VEST,2017,NR,2986
T, Regiunea VEST,2018,NR,3330
T, Regiunea VEST,2019,NR,3189
T, Regiunea VEST,2020,NR,2617
T, Arad,1990,NR,7335
T, Arad,1991,NR,2808
T, Arad,1992,NR,1422
T, Arad,1993,NR,2226
T, Arad,1994,NR,820
T, Arad,1995,NR,1076
T, Arad,1996,NR,860
T, Arad,1997,NR,971
T, Arad,1998,NR,501
T, Arad,1999,NR,357
T, Arad,2000,NR,437
T, Arad,2001,NR,273
T, Arad,2002,NR,240
T, Arad,2003,NR,264
T, Arad,2004,NR,345
T, Arad,2005,NR,249
T, Arad,2006,NR,330
T, Arad,2007,NR,200
T, Arad,2008,NR,226
T, Arad,2009,NR,251
T, Arad,2010,NR,206
T, Arad,2011,NR,366
T, Arad,2012,NR,461
T, Arad,2013,NR,373
T, Arad,2014,NR,286
T, Arad,2015,NR,378
T, Arad,2016,NR,561
T, Arad,2017,NR,552
T, Arad,2018,NR,590
T, Arad,2019,NR,558
T, Arad,2020,NR,557
T, Caras-Severin,1990,NR,3703
T, Caras-Severin,1991,NR,1844
T, Caras-Severin,1992,NR,1154
T, Caras-Severin,1993,NR,748
T, Caras-Severin,1994,NR,715
T, Caras-Severin,1995,NR,1068
T, Caras-Severin,1996,NR,857
T, Caras-Severin,1997,NR,751
T, Caras-Severin,1998,NR,433
T, Caras-Severin,1999,NR,262
T, Caras-Severin,2000,NR,432
T, Caras-Severin,2001,NR,153
T, Caras-Severin,2002,NR,195
T, Caras-Severin,2003,NR,207
T, Caras-Severin,2004,NR,240
T, Caras-Severin,2005,NR,229
T, Caras-Severin,2006,NR,348
T, Caras-Severin,2007,NR,218
T, Caras-Severin,2008,NR,204
T, Caras-Severin,2009,NR,242
T, Caras-Severin,2010,NR,162
T, Caras-Severin,2011,NR,332
T, Caras-Severin,2012,NR,319
T, Caras-Severin,2013,NR,381
T, Caras-Severin,2014,NR,293
T, Caras-Severin,2015,NR,359
T, Caras-Severin,2016,NR,508
T, Caras-Severin,2017,NR,517
T, Caras-Severin,2018,NR,700
T, Caras-Severin,2019,NR,633
T, Caras-Severin,2020,NR,485
T, Hunedoara,1990,NR,1071
T, Hunedoara,1991,NR,824
T, Hunedoara,1992,NR,570
T, Hunedoara,1993,NR,311
T, Hunedoara,1994,NR,323
T, Hunedoara,1995,NR,545
T, Hunedoara,1996,NR,396
T, Hunedoara,1997,NR,411
T, Hunedoara,1998,NR,291
T, Hunedoara,1999,NR,227
T, Hunedoara,2000,NR,258
T, Hunedoara,2001,NR,168
T, Hunedoara,2002,NR,158
T, Hunedoara,2003,NR,239
T, Hunedoara,2004,NR,271
T, Hunedoara,2005,NR,194
T, Hunedoara,2006,NR,308
T, Hunedoara,2007,NR,247
T, Hunedoara,2008,NR,246
T, Hunedoara,2009,NR,300
T, Hunedoara,2010,NR,220
T, Hunedoara,2011,NR,364
T, Hunedoara,2012,NR,339
T, Hunedoara,2013,NR,395
T, Hunedoara,2014,NR,290
T, Hunedoara,2015,NR,354
T, Hunedoara,2016,NR,555
T, Hunedoara,2017,NR,632
T, Hunedoara,2018,NR,633
T, Hunedoara,2019,NR,571
T, Hunedoara,2020,NR,497
T, Timis,1990,NR,20426
T, Timis,1991,NR,5038
T, Timis,1992,NR,3958
T, Timis,1993,NR,2567
T, Timis,1994,NR,2834
T, Timis,1995,NR,3021
T, Timis,1996,NR,2583
T, Timis,1997,NR,2089
T, Timis,1998,NR,1291
T, Timis,1999,NR,776
T, Timis,2000,NR,941
T, Timis,2001,NR,598
T, Timis,2002,NR,528
T, Timis,2003,NR,711
T, Timis,2004,NR,882
T, Timis,2005,NR,746
T, Timis,2006,NR,960
T, Timis,2007,NR,564
T, Timis,2008,NR,594
T, Timis,2009,NR,627
T, Timis,2010,NR,524
T, Timis,2011,NR,1072
T, Timis,2012,NR,1009
T, Timis,2013,NR,962
T, Timis,2014,NR,599
T, Timis,2015,NR,839
T, Timis,2016,NR,1323
T, Timis,2017,NR,1285
T, Timis,2018,NR,1407
T, Timis,2019,NR,1427
T, Timis,2020,NR,1078
M, TOTAL,1990,NR,46335
M, TOTAL,1991,NR,21211
M, TOTAL,1992,NR,16085
M, TOTAL,1993,NR,8751
M, TOTAL,1994,NR,7886
M, TOTAL,1995,NR,11478
M, TOTAL,1996,NR,10079
M, TOTAL,1997,NR,9423
M, TOTAL,1998,NR,8460
M, TOTAL,1999,NR,5858
M, TOTAL,2000,NR,6798
M, TOTAL,2001,NR,5011
M, TOTAL,2002,NR,3700
M, TOTAL,2003,NR,4413
M, TOTAL,2004,NR,4934
M, TOTAL,2005,NR,4110
M, TOTAL,2006,NR,5341
M, TOTAL,2007,NR,3088
M, TOTAL,2008,NR,3069
M, TOTAL,2009,NR,3768
M, TOTAL,2010,NR,2917
M, TOTAL,2011,NR,8527
M, TOTAL,2012,NR,8174
M, TOTAL,2013,NR,8526
M, TOTAL,2014,NR,4776
M, TOTAL,2015,NR,6521
M, TOTAL,2016,NR,10007
M, TOTAL,2017,NR,10198
M, TOTAL,2018,NR,11989
M, TOTAL,2019,NR,11873
M, TOTAL,2020,NR,9610
M, MACROREGIUNEA UNU,1991,NR,11189
M, MACROREGIUNEA UNU,1992,NR,8484
M, MACROREGIUNEA UNU,1993,NR,3927
M, MACROREGIUNEA UNU,1994,NR,2994
M, MACROREGIUNEA UNU,1995,NR,4506
M, MACROREGIUNEA UNU,1996,NR,3438
M, MACROREGIUNEA UNU,1997,NR,3379
M, MACROREGIUNEA UNU,1998,NR,2256
M, MACROREGIUNEA UNU,1999,NR,1643
M, MACROREGIUNEA UNU,2000,NR,2298
M, MACROREGIUNEA UNU,2001,NR,1652
M, MACROREGIUNEA UNU,2002,NR,1398
M, MACROREGIUNEA UNU,2003,NR,1708
M, MACROREGIUNEA UNU,2004,NR,1960
M, MACROREGIUNEA UNU,2005,NR,1360
M, MACROREGIUNEA UNU,2006,NR,1680
M, MACROREGIUNEA UNU,2007,NR,860
M, MACROREGIUNEA UNU,2008,NR,956
M, MACROREGIUNEA UNU,2009,NR,1110
M, MACROREGIUNEA UNU,2010,NR,772
M, MACROREGIUNEA UNU,2011,NR,1599
M, MACROREGIUNEA UNU,2012,NR,1570
M, MACROREGIUNEA UNU,2013,NR,1560
M, MACROREGIUNEA UNU,2014,NR,1170
M, MACROREGIUNEA UNU,2015,NR,1510
M, MACROREGIUNEA UNU,2016,NR,2276
M, MACROREGIUNEA UNU,2017,NR,2209
M, MACROREGIUNEA UNU,2018,NR,2654
M, MACROREGIUNEA UNU,2019,NR,2462
M, MACROREGIUNEA UNU,2020,NR,1840
M, Regiunea NORD-VEST,1991,NR,3238
M, Regiunea NORD-VEST,1992,NR,3032
M, Regiunea NORD-VEST,1993,NR,1345
M, Regiunea NORD-VEST,1994,NR,1234
M, Regiunea NORD-VEST,1995,NR,1920
M, Regiunea NORD-VEST,1996,NR,1688
M, Regiunea NORD-VEST,1997,NR,1490
M, Regiunea NORD-VEST,1998,NR,1024
M, Regiunea NORD-VEST,1999,NR,771
M, Regiunea NORD-VEST,2000,NR,1107
M, Regiunea NORD-VEST,2001,NR,830
M, Regiunea NORD-VEST,2002,NR,718
M, Regiunea NORD-VEST,2003,NR,895
M, Regiunea NORD-VEST,2004,NR,927
M, Regiunea NORD-VEST,2005,NR,611
M, Regiunea NORD-VEST,2006,NR,710
M, Regiunea NORD-VEST,2007,NR,356
M, Regiunea NORD-VEST,2008,NR,438
M, Regiunea NORD-VEST,2009,NR,504
M, Regiunea NORD-VEST,2010,NR,375
M, Regiunea NORD-VEST,2011,NR,780
M, Regiunea NORD-VEST,2012,NR,789
M, Regiunea NORD-VEST,2013,NR,820
M, Regiunea NORD-VEST,2014,NR,577
M, Regiunea NORD-VEST,2015,NR,750
M, Regiunea NORD-VEST,2016,NR,1100
M, Regiunea NORD-VEST,2017,NR,1084
M, Regiunea NORD-VEST,2018,NR,1301
M, Regiunea NORD-VEST,2019,NR,1174
M, Regiunea NORD-VEST,2020,NR,868
M, Bihor,1991,NR,883
M, Bihor,1992,NR,882
M, Bihor,1993,NR,364
M, Bihor,1994,NR,278
M, Bihor,1995,NR,468
M, Bihor,1996,NR,309
M, Bihor,1997,NR,362
M, Bihor,1998,NR,202
M, Bihor,1999,NR,128
M, Bihor,2000,NR,247
M, Bihor,2001,NR,176
M, Bihor,2002,NR,182
M, Bihor,2003,NR,198
M, Bihor,2004,NR,225
M, Bihor,2005,NR,116
M, Bihor,2006,NR,126
M, Bihor,2007,NR,66
M, Bihor,2008,NR,76
M, Bihor,2009,NR,97
M, Bihor,2010,NR,46
M, Bihor,2011,NR,120
M, Bihor,2012,NR,121
M, Bihor,2013,NR,126
M, Bihor,2014,NR,84
M, Bihor,2015,NR,92
M, Bihor,2016,NR,170
M, Bihor,2017,NR,132
M, Bihor,2018,NR,208
M, Bihor,2019,NR,172
M, Bihor,2020,NR,124
M, Bistrita-Nasaud,1991,NR,180
M, Bistrita-Nasaud,1992,NR,196
M, Bistrita-Nasaud,1993,NR,71
M, Bistrita-Nasaud,1994,NR,78
M, Bistrita-Nasaud,1995,NR,143
M, Bistrita-Nasaud,1996,NR,102
M, Bistrita-Nasaud,1997,NR,108
M, Bistrita-Nasaud,1998,NR,69
M, Bistrita-Nasaud,1999,NR,64
M, Bistrita-Nasaud,2000,NR,58
M, Bistrita-Nasaud,2001,NR,63
M, Bistrita-Nasaud,2002,NR,55
M, Bistrita-Nasaud,2003,NR,37
M, Bistrita-Nasaud,2004,NR,52
M, Bistrita-Nasaud,2005,NR,37
M, Bistrita-Nasaud,2006,NR,62
M, Bistrita-Nasaud,2007,NR,33
M, Bistrita-Nasaud,2008,NR,40
M, Bistrita-Nasaud,2009,NR,43
M, Bistrita-Nasaud,2010,NR,45
M, Bistrita-Nasaud,2011,NR,127
M, Bistrita-Nasaud,2012,NR,169
M, Bistrita-Nasaud,2013,NR,157
M, Bistrita-Nasaud,2014,NR,96
M, Bistrita-Nasaud,2015,NR,138
M, Bistrita-Nasaud,2016,NR,180
M, Bistrita-Nasaud,2017,NR,175
M, Bistrita-Nasaud,2018,NR,212
M, Bistrita-Nasaud,2019,NR,169
M, Bistrita-Nasaud,2020,NR,122
M, Cluj,1991,NR,761
M, Cluj,1992,NR,665
M, Cluj,1993,NR,312
M, Cluj,1994,NR,256
M, Cluj,1995,NR,452
M, Cluj,1996,NR,400
M, Cluj,1997,NR,337
M, Cluj,1998,NR,265
M, Cluj,1999,NR,266
M, Cluj,2000,NR,315
M, Cluj,2001,NR,275
M, Cluj,2002,NR,240
M, Cluj,2003,NR,325
M, Cluj,2004,NR,264
M, Cluj,2005,NR,184
M, Cluj,2006,NR,206
M, Cluj,2007,NR,109
M, Cluj,2008,NR,143
M, Cluj,2009,NR,172
M, Cluj,2010,NR,129
M, Cluj,2011,NR,209
M, Cluj,2012,NR,210
M, Cluj,2013,NR,208
M, Cluj,2014,NR,156
M, Cluj,2015,NR,209
M, Cluj,2016,NR,302
M, Cluj,2017,NR,348
M, Cluj,2018,NR,346
M, Cluj,2019,NR,343
M, Cluj,2020,NR,228
M, Maramures,1991,NR,451
M, Maramures,1992,NR,405
M, Maramures,1993,NR,199
M, Maramures,1994,NR,194
M, Maramures,1995,NR,323
M, Maramures,1996,NR,321
M, Maramures,1997,NR,236
M, Maramures,1998,NR,149
M, Maramures,1999,NR,93
M, Maramures,2000,NR,153
M, Maramures,2001,NR,105
M, Maramures,2002,NR,76
M, Maramures,2003,NR,130
M, Maramures,2004,NR,136
M, Maramures,2005,NR,114
M, Maramures,2006,NR,132
M, Maramures,2007,NR,66
M, Maramures,2008,NR,79
M, Maramures,2009,NR,116
M, Maramures,2010,NR,79
M, Maramures,2011,NR,131
M, Maramures,2012,NR,139
M, Maramures,2013,NR,164
M, Maramures,2014,NR,123
M, Maramures,2015,NR,139
M, Maramures,2016,NR,204
M, Maramures,2017,NR,197
M, Maramures,2018,NR,241
M, Maramures,2019,NR,210
M, Maramures,2020,NR,198
M, Satu Mare,1991,NR,838
M, Satu Mare,1992,NR,722
M, Satu Mare,1993,NR,330
M, Satu Mare,1994,NR,376
M, Satu Mare,1995,NR,426
M, Satu Mare,1996,NR,475
M, Satu Mare,1997,NR,355
M, Satu Mare,1998,NR,249
M, Satu Mare,1999,NR,160
M, Satu Mare,2000,NR,270
M, Satu Mare,2001,NR,139
M, Satu Mare,2002,NR,102
M, Satu Mare,2003,NR,147
M, Satu Mare,2004,NR,202
M, Satu Mare,2005,NR,136
M, Satu Mare,2006,NR,153
M, Satu Mare,2007,NR,65
M, Satu Mare,2008,NR,79
M, Satu Mare,2009,NR,54
M, Satu Mare,2010,NR,53
M, Satu Mare,2011,NR,144
M, Satu Mare,2012,NR,107
M, Satu Mare,2013,NR,114
M, Satu Mare,2014,NR,90
M, Satu Mare,2015,NR,148
M, Satu Mare,2016,NR,186
M, Satu Mare,2017,NR,180
M, Satu Mare,2018,NR,218
M, Satu Mare,2019,NR,218
M, Satu Mare,2020,NR,134
M, Salaj,1991,NR,125
M, Salaj,1992,NR,162
M, Salaj,1993,NR,69
M, Salaj,1994,NR,52
M, Salaj,1995,NR,108
M, Salaj,1996,NR,81
M, Salaj,1997,NR,92
M, Salaj,1998,NR,90
M, Salaj,1999,NR,60
M, Salaj,2000,NR,64
M, Salaj,2001,NR,72
M, Salaj,2002,NR,63
M, Salaj,2003,NR,58
M, Salaj,2004,NR,48
M, Salaj,2005,NR,24
M, Salaj,2006,NR,31
M, Salaj,2007,NR,17
M, Salaj,2008,NR,21
M, Salaj,2009,NR,22
M, Salaj,2010,NR,23
M, Salaj,2011,NR,49
M, Salaj,2012,NR,43
M, Salaj,2013,NR,51
M, Salaj,2014,NR,28
M, Salaj,2015,NR,24
M, Salaj,2016,NR,58
M, Salaj,2017,NR,52
M, Salaj,2018,NR,76
M, Salaj,2019,NR,62
M, Salaj,2020,NR,62
M, Regiunea CENTRU,1991,NR,7951
M, Regiunea CENTRU,1992,NR,5452
M, Regiunea CENTRU,1993,NR,2582
M, Regiunea CENTRU,1994,NR,1760
M, Regiunea CENTRU,1995,NR,2586
M, Regiunea CENTRU,1996,NR,1750
M, Regiunea CENTRU,1997,NR,1889
M, Regiunea CENTRU,1998,NR,1232
M, Regiunea CENTRU,1999,NR,872
M, Regiunea CENTRU,2000,NR,1191
M, Regiunea CENTRU,2001,NR,822
M, Regiunea CENTRU,2002,NR,680
M, Regiunea CENTRU,2003,NR,813
M, Regiunea CENTRU,2004,NR,1033
M, Regiunea CENTRU,2005,NR,749
M, Regiunea CENTRU,2006,NR,970
M, Regiunea CENTRU,2007,NR,504
M, Regiunea CENTRU,2008,NR,518
M, Regiunea CENTRU,2009,NR,606
M, Regiunea CENTRU,2010,NR,397
M, Regiunea CENTRU,2011,NR,819
M, Regiunea CENTRU,2012,NR,781
M, Regiunea CENTRU,2013,NR,740
M, Regiunea CENTRU,2014,NR,593
M, Regiunea CENTRU,2015,NR,760
M, Regiunea CENTRU,2016,NR,1176
M, Regiunea CENTRU,2017,NR,1125
M, Regiunea CENTRU,2018,NR,1353
M, Regiunea CENTRU,2019,NR,1288
M, Regiunea CENTRU,2020,NR,972
M, Alba,1991,NR,616
M, Alba,1992,NR,320
M, Alba,1993,NR,290
M, Alba,1994,NR,130
M, Alba,1995,NR,233
M, Alba,1996,NR,148
M, Alba,1997,NR,147
M, Alba,1998,NR,67
M, Alba,1999,NR,72
M, Alba,2000,NR,84
M, Alba,2001,NR,68
M, Alba,2002,NR,37
M, Alba,2003,NR,61
M, Alba,2004,NR,66
M, Alba,2005,NR,44
M, Alba,2006,NR,89
M, Alba,2007,NR,46
M, Alba,2008,NR,59
M, Alba,2009,NR,44
M, Alba,2010,NR,40
M, Alba,2011,NR,107
M, Alba,2012,NR,143
M, Alba,2013,NR,104
M, Alba,2014,NR,77
M, Alba,2015,NR,84
M, Alba,2016,NR,127
M, Alba,2017,NR,121
M, Alba,2018,NR,184
M, Alba,2019,NR,183
M, Alba,2020,NR,117
M, Brasov,1991,NR,1727
M, Brasov,1992,NR,1000
M, Brasov,1993,NR,589
M, Brasov,1994,NR,480
M, Brasov,1995,NR,708
M, Brasov,1996,NR,516
M, Brasov,1997,NR,628
M, Brasov,1998,NR,427
M, Brasov,1999,NR,326
M, Brasov,2000,NR,454
M, Brasov,2001,NR,316
M, Brasov,2002,NR,225
M, Brasov,2003,NR,256
M, Brasov,2004,NR,271
M, Brasov,2005,NR,256
M, Brasov,2006,NR,324
M, Brasov,2007,NR,207
M, Brasov,2008,NR,180
M, Brasov,2009,NR,239
M, Brasov,2010,NR,127
M, Brasov,2011,NR,230
M, Brasov,2012,NR,202
M, Brasov,2013,NR,221
M, Brasov,2014,NR,169
M, Brasov,2015,NR,270
M, Brasov,2016,NR,424
M, Brasov,2017,NR,423
M, Brasov,2018,NR,480
M, Brasov,2019,NR,444
M, Brasov,2020,NR,345
M, Covasna,1991,NR,252
M, Covasna,1992,NR,253
M, Covasna,1993,NR,83
M, Covasna,1994,NR,90
M, Covasna,1995,NR,134
M, Covasna,1996,NR,90
M, Covasna,1997,NR,88
M, Covasna,1998,NR,46
M, Covasna,1999,NR,40
M, Covasna,2000,NR,52
M, Covasna,2001,NR,35
M, Covasna,2002,NR,30
M, Covasna,2003,NR,34
M, Covasna,2004,NR,46
M, Covasna,2005,NR,27
M, Covasna,2006,NR,49
M, Covasna,2007,NR,18
M, Covasna,2008,NR,21
M, Covasna,2009,NR,28
M, Covasna,2010,NR,23
M, Covasna,2011,NR,50
M, Covasna,2012,NR,32
M, Covasna,2013,NR,37
M, Covasna,2014,NR,21
M, Covasna,2015,NR,37
M, Covasna,2016,NR,55
M, Covasna,2017,NR,46
M, Covasna,2018,NR,50
M, Covasna,2019,NR,55
M, Covasna,2020,NR,28
M, Harghita,1991,NR,484
M, Harghita,1992,NR,494
M, Harghita,1993,NR,196
M, Harghita,1994,NR,166
M, Harghita,1995,NR,302
M, Harghita,1996,NR,160
M, Harghita,1997,NR,147
M, Harghita,1998,NR,101
M, Harghita,1999,NR,64
M, Harghita,2000,NR,83
M, Harghita,2001,NR,76
M, Harghita,2002,NR,73
M, Harghita,2003,NR,80
M, Harghita,2004,NR,164
M, Harghita,2005,NR,115
M, Harghita,2006,NR,103
M, Harghita,2007,NR,30
M, Harghita,2008,NR,25
M, Harghita,2009,NR,32
M, Harghita,2010,NR,25
M, Harghita,2011,NR,59
M, Harghita,2012,NR,48
M, Harghita,2013,NR,48
M, Harghita,2014,NR,48
M, Harghita,2015,NR,39
M, Harghita,2016,NR,48
M, Harghita,2017,NR,46
M, Harghita,2018,NR,46
M, Harghita,2019,NR,46
M, Harghita,2020,NR,36
M, Mures,1991,NR,1138
M, Mures,1992,NR,855
M, Mures,1993,NR,560
M, Mures,1994,NR,343
M, Mures,1995,NR,499
M, Mures,1996,NR,293
M, Mures,1997,NR,349
M, Mures,1998,NR,247
M, Mures,1999,NR,161
M, Mures,2000,NR,245
M, Mures,2001,NR,199
M, Mures,2002,NR,198
M, Mures,2003,NR,197
M, Mures,2004,NR,277
M, Mures,2005,NR,166
M, Mures,2006,NR,144
M, Mures,2007,NR,89
M, Mures,2008,NR,95
M, Mures,2009,NR,91
M, Mures,2010,NR,80
M, Mures,2011,NR,148
M, Mures,2012,NR,127
M, Mures,2013,NR,137
M, Mures,2014,NR,113
M, Mures,2015,NR,125
M, Mures,2016,NR,213
M, Mures,2017,NR,184
M, Mures,2018,NR,235
M, Mures,2019,NR,208
M, Mures,2020,NR,168
M, Sibiu,1991,NR,3734
M, Sibiu,1992,NR,2530
M, Sibiu,1993,NR,864
M, Sibiu,1994,NR,551
M, Sibiu,1995,NR,710
M, Sibiu,1996,NR,543
M, Sibiu,1997,NR,530
M, Sibiu,1998,NR,344
M, Sibiu,1999,NR,209
M, Sibiu,2000,NR,273
M, Sibiu,2001,NR,128
M, Sibiu,2002,NR,117
M, Sibiu,2003,NR,185
M, Sibiu,2004,NR,209
M, Sibiu,2005,NR,141
M, Sibiu,2006,NR,261
M, Sibiu,2007,NR,114
M, Sibiu,2008,NR,138
M, Sibiu,2009,NR,172
M, Sibiu,2010,NR,102
M, Sibiu,2011,NR,225
M, Sibiu,2012,NR,229
M, Sibiu,2013,NR,193
M, Sibiu,2014,NR,165
M, Sibiu,2015,NR,205
M, Sibiu,2016,NR,309
M, Sibiu,2017,NR,305
M, Sibiu,2018,NR,358
M, Sibiu,2019,NR,352
M, Sibiu,2020,NR,278
M, MACROREGIUNEA DOI,1991,NR,1750
M, MACROREGIUNEA DOI,1992,NR,1057
M, MACROREGIUNEA DOI,1993,NR,606
M, MACROREGIUNEA DOI,1994,NR,729
M, MACROREGIUNEA DOI,1995,NR,1052
M, MACROREGIUNEA DOI,1996,NR,1164
M, MACROREGIUNEA DOI,1997,NR,1342
M, MACROREGIUNEA DOI,1998,NR,1181
M, MACROREGIUNEA DOI,1999,NR,997
M, MACROREGIUNEA DOI,2000,NR,1433
M, MACROREGIUNEA DOI,2001,NR,1330
M, MACROREGIUNEA DOI,2002,NR,893
M, MACROREGIUNEA DOI,2003,NR,958
M, MACROREGIUNEA DOI,2004,NR,1168
M, MACROREGIUNEA DOI,2005,NR,1211
M, MACROREGIUNEA DOI,2006,NR,1511
M, MACROREGIUNEA DOI,2007,NR,822
M, MACROREGIUNEA DOI,2008,NR,787
M, MACROREGIUNEA DOI,2009,NR,965
M, MACROREGIUNEA DOI,2010,NR,807
M, MACROREGIUNEA DOI,2011,NR,2116
M, MACROREGIUNEA DOI,2012,NR,2115
M, MACROREGIUNEA DOI,2013,NR,2014
M, MACROREGIUNEA DOI,2014,NR,1405
M, MACROREGIUNEA DOI,2015,NR,1987
M, MACROREGIUNEA DOI,2016,NR,3109
M, MACROREGIUNEA DOI,2017,NR,3261
M, MACROREGIUNEA DOI,2018,NR,3975
M, MACROREGIUNEA DOI,2019,NR,4208
M, MACROREGIUNEA DOI,2020,NR,3481
M, Regiunea NORD-EST,1991,NR,924
M, Regiunea NORD-EST,1992,NR,575
M, Regiunea NORD-EST,1993,NR,281
M, Regiunea NORD-EST,1994,NR,371
M, Regiunea NORD-EST,1995,NR,553
M, Regiunea NORD-EST,1996,NR,651
M, Regiunea NORD-EST,1997,NR,758
M, Regiunea NORD-EST,1998,NR,733
M, Regiunea NORD-EST,1999,NR,590
M, Regiunea NORD-EST,2000,NR,879
M, Regiunea NORD-EST,2001,NR,906
M, Regiunea NORD-EST,2002,NR,597
M, Regiunea NORD-EST,2003,NR,611
M, Regiunea NORD-EST,2004,NR,767
M, Regiunea NORD-EST,2005,NR,734
M, Regiunea NORD-EST,2006,NR,981
M, Regiunea NORD-EST,2007,NR,526
M, Regiunea NORD-EST,2008,NR,488
M, Regiunea NORD-EST,2009,NR,582
M, Regiunea NORD-EST,2010,NR,492
M, Regiunea NORD-EST,2011,NR,1458
M, Regiunea NORD-EST,2012,NR,1434
M, Regiunea NORD-EST,2013,NR,1183
M, Regiunea NORD-EST,2014,NR,815
M, Regiunea NORD-EST,2015,NR,1208
M, Regiunea NORD-EST,2016,NR,1835
M, Regiunea NORD-EST,2017,NR,1947
M, Regiunea NORD-EST,2018,NR,2445
M, Regiunea NORD-EST,2019,NR,2664
M, Regiunea NORD-EST,2020,NR,2279
M, Bacau,1991,NR,95
M, Bacau,1992,NR,122
M, Bacau,1993,NR,69
M, Bacau,1994,NR,81
M, Bacau,1995,NR,103
M, Bacau,1996,NR,123
M, Bacau,1997,NR,136
M, Bacau,1998,NR,129
M, Bacau,1999,NR,123
M, Bacau,2000,NR,145
M, Bacau,2001,NR,166
M, Bacau,2002,NR,85
M, Bacau,2003,NR,133
M, Bacau,2004,NR,162
M, Bacau,2005,NR,217
M, Bacau,2006,NR,257
M, Bacau,2007,NR,99
M, Bacau,2008,NR,106
M, Bacau,2009,NR,125
M, Bacau,2010,NR,106
M, Bacau,2011,NR,182
M, Bacau,2012,NR,181
M, Bacau,2013,NR,177
M, Bacau,2014,NR,181
M, Bacau,2015,NR,251
M, Bacau,2016,NR,375
M, Bacau,2017,NR,359
M, Bacau,2018,NR,498
M, Bacau,2019,NR,536
M, Bacau,2020,NR,342
M, Botosani,1991,NR,79
M, Botosani,1992,NR,40
M, Botosani,1993,NR,15
M, Botosani,1994,NR,24
M, Botosani,1995,NR,32
M, Botosani,1996,NR,58
M, Botosani,1997,NR,77
M, Botosani,1998,NR,65
M, Botosani,1999,NR,61
M, Botosani,2000,NR,68
M, Botosani,2001,NR,55
M, Botosani,2002,NR,56
M, Botosani,2003,NR,43
M, Botosani,2004,NR,47
M, Botosani,2005,NR,35
M, Botosani,2006,NR,47
M, Botosani,2007,NR,29
M, Botosani,2008,NR,39
M, Botosani,2009,NR,47
M, Botosani,2010,NR,39
M, Botosani,2011,NR,103
M, Botosani,2012,NR,101
M, Botosani,2013,NR,105
M, Botosani,2014,NR,84
M, Botosani,2015,NR,119
M, Botosani,2016,NR,152
M, Botosani,2017,NR,149
M, Botosani,2018,NR,192
M, Botosani,2019,NR,200
M, Botosani,2020,NR,158
M, Iasi,1991,NR,156
M, Iasi,1992,NR,116
M, Iasi,1993,NR,61
M, Iasi,1994,NR,72
M, Iasi,1995,NR,140
M, Iasi,1996,NR,131
M, Iasi,1997,NR,212
M, Iasi,1998,NR,201
M, Iasi,1999,NR,130
M, Iasi,2000,NR,186
M, Iasi,2001,NR,161
M, Iasi,2002,NR,57
M, Iasi,2003,NR,124
M, Iasi,2004,NR,139
M, Iasi,2005,NR,135
M, Iasi,2006,NR,195
M, Iasi,2007,NR,135
M, Iasi,2008,NR,109
M, Iasi,2009,NR,171
M, Iasi,2010,NR,128
M, Iasi,2011,NR,359
M, Iasi,2012,NR,301
M, Iasi,2013,NR,285
M, Iasi,2014,NR,222
M, Iasi,2015,NR,367
M, Iasi,2016,NR,565
M, Iasi,2017,NR,702
M, Iasi,2018,NR,805
M, Iasi,2019,NR,862
M, Iasi,2020,NR,840
M, Neamt,1991,NR,103
M, Neamt,1992,NR,87
M, Neamt,1993,NR,50
M, Neamt,1994,NR,73
M, Neamt,1995,NR,88
M, Neamt,1996,NR,116
M, Neamt,1997,NR,132
M, Neamt,1998,NR,132
M, Neamt,1999,NR,101
M, Neamt,2000,NR,173
M, Neamt,2001,NR,208
M, Neamt,2002,NR,165
M, Neamt,2003,NR,107
M, Neamt,2004,NR,155
M, Neamt,2005,NR,208
M, Neamt,2006,NR,287
M, Neamt,2007,NR,147
M, Neamt,2008,NR,112
M, Neamt,2009,NR,111
M, Neamt,2010,NR,80
M, Neamt,2011,NR,161
M, Neamt,2012,NR,141
M, Neamt,2013,NR,134
M, Neamt,2014,NR,109
M, Neamt,2015,NR,161
M, Neamt,2016,NR,277
M, Neamt,2017,NR,265
M, Neamt,2018,NR,300
M, Neamt,2019,NR,334
M, Neamt,2020,NR,248
M, Suceava,1991,NR,404
M, Suceava,1992,NR,174
M, Suceava,1993,NR,75
M, Suceava,1994,NR,98
M, Suceava,1995,NR,146
M, Suceava,1996,NR,171
M, Suceava,1997,NR,153
M, Suceava,1998,NR,161
M, Suceava,1999,NR,131
M, Suceava,2000,NR,245
M, Suceava,2001,NR,290
M, Suceava,2002,NR,219
M, Suceava,2003,NR,175
M, Suceava,2004,NR,215
