sex,geo,year,unit,total
F, Caras-Severin,2012,NR,194
F, Caras-Severin,2013,NR,211
F, Caras-Severin,2014,NR,162
F, Caras-Severin,2015,NR,200
F, Caras-Severin,2016,NR,285
F, Caras-Severin,2017,NR,278
F, Caras-Severin,2018,NR,380
F, Caras-Severin,2019,NR,368
F, Caras-Severin,2020,NR,265
F, Hunedoara,1991,NR,395
F, Hunedoara,1992,NR,246
F, Hunedoara,1993,NR,152
F, Hunedoara,1994,NR,161
F, Hunedoara,1995,NR,290
F, Hunedoara,1996,NR,197
F, Hunedoara,1997,NR,237
F, Hunedoara,1998,NR,151
F, Hunedoara,1999,NR,112
F, Hunedoara,2000,NR,149
F, Hunedoara,2001,NR,96
F, Hunedoara,2002,NR,86
F, Hunedoara,2003,NR,138
F, Hunedoara,2004,NR,175
F, Hunedoara,2005,NR,124
F, Hunedoara,2006,NR,175
F, Hunedoara,2007,NR,156
F, Hunedoara,2008,NR,164
F, Hunedoara,2009,NR,181
F, Hunedoara,2010,NR,149
F, Hunedoara,2011,NR,214
F, Hunedoara,2012,NR,179
F, Hunedoara,2013,NR,213
F, Hunedoara,2014,NR,155
F, Hunedoara,2015,NR,196
F, Hunedoara,2016,NR,300
F, Hunedoara,2017,NR,335
F, Hunedoara,2018,NR,335
F, Hunedoara,2019,NR,305
F, Hunedoara,2020,NR,267
F, Timis,1991,NR,2746
F, Timis,1992,NR,1962
F, Timis,1993,NR,1382
F, Timis,1994,NR,1561
F, Timis,1995,NR,1684
F, Timis,1996,NR,1384
F, Timis,1997,NR,1159
F, Timis,1998,NR,680
F, Timis,1999,NR,468
F, Timis,2000,NR,547
F, Timis,2001,NR,320
F, Timis,2002,NR,305
F, Timis,2003,NR,444
F, Timis,2004,NR,588
F, Timis,2005,NR,488
F, Timis,2006,NR,606
F, Timis,2007,NR,358
F, Timis,2008,NR,391
F, Timis,2009,NR,405
F, Timis,2010,NR,342
F, Timis,2011,NR,614
F, Timis,2012,NR,593
F, Timis,2013,NR,534
F, Timis,2014,NR,337
F, Timis,2015,NR,496
F, Timis,2016,NR,755
F, Timis,2017,NR,739
F, Timis,2018,NR,777
F, Timis,2019,NR,819
F, Timis,2020,NR,571
